sumber,tanggal,judul,content,author,url,created_at
kompas,2025-12-17 11:16:54,BGN Klaim Program MBG Bisa Jadi Instrumen Pengendali Harga Bahan Baku Pangan,"JAKARTA,  - Wakil Kepala Badan Gizi Nasional (BGN) Bidang Komunikasi Publik dan Investigasi Nanik Sudaryati Deyang menuturkan, program makan bergizi gratis (MBG) bisa menjadi instrumen pengendali harga bahan baku pangan.

Nanik menuturkan, selain harus sesuai dengan kandungan gizi, ahli gizi di setiap SPPG juga perlu memahami harga bahan baku pangan dan dapat memilih bahan yang bagus dengan harga terjangkau.

""Dengan pemahaman ini, program MBG bisa menjadi instrumen pengendali harga bahan baku pangan di tengah masyarakat,"" kata Nanik, dalam keterangannya, Rabu (17/12/2025).

Nanik mendorong agar para ahli gizi yang bertugas di dapur-dapur MBG tidak hanya sekadar textbook minded dalam menentukan paket MBG.

""Jangan hanya memakai bahan baku pangan yang itu-itu saja, dan sekadar mencontoh dari buku-buku acuan, sementara saat itu justru terjadi kelangkaan bahan baku,"" tutur dia.

Nanik mengatakan, pemakaian bahan baku terbesar adalah pakcoy, wortel, buncis, kacang, kemudian selada, timun kadang-kadang.

""Nah, kalau hanya di situ mengukurnya, hanya textbook saja, maka akan terjadi kelangkaan produk-produk tadi dan harganya akan melejit,"" kata dia.

Oleh sebab itu, ahli gizi dihimbau untuk menghitung kandungan gizi bahan baku pangan apa saja yang mirip dengan bahan baku pangan di buku acuan.

""Jangan sampai mereka menyusun menu yang itu-itu saja. Pemakaian terus-menerus dalam jumlah banyak bisa memicu lonjakan harga,"" ujar Ketua Pelaksana Harian Tim Koordinasi Kementerian/Lembaga untuk Pelaksanaan Program MBG tersebut.

Semestinya, menurut Nanik, dengan adanya program MBG, nasib para petani bisa tertolong karena bahan bakunya dibeli untuk program ini.

""Kalau harga bahan baku pangan tidak dikendalikan maka akan terjadi inflasi. Ahli gizi tolong diperhatikan, kita punya misi untuk menstabilkan harga komoditas, agar tidak melejit dan juga agar tidak terlalu jatuh,"" kata Nanik.",Robertus Belarminus,https://nasional.kompas.com/read/2025/12/17/11165491/bgn-klaim-program-mbg-bisa-jadi-instrumen-pengendali-harga-bahan-baku-pangan,2025-12-17 14:18:33
kompas,2025-12-17 09:46:33,Cerita dari Dapur MBG Karangasem yang Berdayakan Relawan dari Berbagai Latar," – Pukul 23.00 WIB, saat sebagian warga terlelap, dapur Satuan Pelayanan Pemenuhan Gizi (SPPG) Karangasem Selatan, Batang, Jawa Tengah, justru mulai ramai.

Puluhan relawan berbaju seragam biru muda berdatangan, mengenakan alat pelindung diri (APD) lengkap, mulai dari masker, hair net , hingga sarung tangan.

Di ruang pengolahan, terlihat jagung segar yang baru tiba sedang dipipil. Sementara di dapur utama, aroma bumbu mulai tercium dari panci-panci besar yang mengepul.

Di sudut lain, tim quality control (QC) bersiap memastikan setiap hidangan memenuhi standar gizi dan kelayakan konsumsi sebelum didistribusikan.

Menariknya, mereka yang bekerja keras di balik dapur tersebut berasal dari berbagai latar belakang.

Bangkit dari keterbatasan, 47 relawan yang ada di SPPG itu diberdayakan untuk menyiapkan ribuan porsi makanan bergizi yang ditujukan kepada anak-anak penerima program MBG .

Di antara mereka ada Martini, mantan pedagang chicken katsu yang kini menjadi bagian tim pengolahan. Setiap malam, perempuan tersebut bertugas mengolah bahan mentah menjadi hidangan siap santap, mulai dari memotong sayuran hingga memasak menu utama untuk ratusan porsi.

Martini mengaku bergabung sebagai relawan MBG karena omzet dagangannya terus merosot hingga sulit memenuhi kebutuhan sehari-hari.

""Dulu saya berjualan chicken katsu di depan SDK Karangasem . Omzet jualan cenderung menurun sampai untuk kebutuhan sehari-hari saja susah, untuk kembali modal saja sudah alhamdulillah,"" ujar Martini.

Kini, perempuan itu rutin bekerja mulai pukul 23.00 hingga pagi hari. Meski harus meninggalkan fleksibilitas sebagai pedagang, Martini merasa mendapat lebih dari sekadar gaji tetap.

""Di dapur ini, ibu-ibu rumah tangga seperti saya bisa meng- upgrade diri. Kami menggali potensi untuk lebih memahami masakan-masakan, baik masakan Nusantara maupun masakan dari luar,"" katanya.

Martini mengaku senang bisa bekerja di SPPG tersebut karena keluarganya mendukung penuh. Ia juga merasa wawasannya bertambah setelah bekerja di dapur MBG.

Sementara itu, Fachri, relawan lain yang merupakan penyandang disabilitas dengan keterbatasan fisik pada kaki, juga merasa diterima tanpa diskriminasi di SPPG Karangasem Selatan. Ia bergabung dengan motivasi mulia—mengabdi untuk negara dan membantu masa depan anak-anak Indonesia.

""Untuk fisik sih fleksibel aja. Di sini kan kami relawan sebagai tim, bukan individu. Maka dari itu, kami saling membantu bila ada yang dibutuhkan,"" ujar Fachri.

Lingkungan kerja yang inklusif membuat Fachri merasa nyaman. Semua relawan tidak ada memandang usia atau kondisi fisik, bekerja sebagai satu keluarga besar yang saling tolong-menolong.",Aditya Mulyawan,https://nasional.kompas.com/read/2025/12/17/09463351/cerita-dari-dapur-mbg-karangasem-yang-berdayakan-relawan-dari-berbagai-latar,2025-12-17 14:18:33
kompas,2025-12-17 05:22:41,Momen Prabowo Jenguk Siswa dan Guru yang Ditabrak Mobil MBG: Janji Traktir Bubur Ayam dan Beri Semangat,"JAKARTA,  - Presiden RI Prabowo Subianto menunjukkan kepeduliannya kepada korban yang ditabrak mobil pengantar Makan Bergizi Gratis (MBG) di SDN Kalibaru 01, Cilincing, Jakarta Utara, pada 11 Desember 2025 pagi.

Perhatian dari kepala negara ini terlihat jelas saat menjenguk langsung tiga korban yang masih dirawat di RSUD Koja , Jakarta Utara, pada Selasa (16/12/2025).

Dengan didampingi Kepala Badan Gizi Nasional (BGN) Dadan Hindayana dan Sekretariat Kabinet (Seskab) Teddy Indra Wijaya, Prabowo blusukan ke rumah sakit untuk menjenguk para korban.

Hingga kemarin, masih ada satu guru dan dua siswa akibat insiden kecelakaan mobil MBG yang menjalani perawatan intensif dan mendapatkan pemantauan medis secara ketat di RS Koja.

Satu per satu, ruang perawatan ketiga korban didatangi orang nomor satu di Indonesia.

Sembari mengajak ngobrol pasien, Prabowo juga memberikan doa serta semangat kepada mereka.

Dua siswa yang dikunjungi Presiden RI yakni Fillio dan Warren.

Fillio adalah siswa SD yang tengah dirawat di pediatric intensive care unit (PICU) pascaoperasi rekonstruksi wajah.

Prabowo mendoakan Fillio cepat sembuh dan memberikan semangat kepadanya.

“Cepat sembuh ya. Begitu sembuh nanti makan. Sehat-sehat ya, Fillio. Baik-baik kamu ya, hebat, yang berani,” ucap Prabowo, memberikan semangat.

Sementara kepada Warren, Presiden turut memberikan pesan motivasi agar tetap bersemangat menjalani perawatan dan pendidikan.

Warren merupakan siswa yang masih dirawat inap dengan kondisi yang dilaporkan makin stabil.

“Belajar yang baik ya. Nanti kamu bisa jaga nenek,” ujar Presiden RI.

Selain dua siswa, Prabowo juga menjenguk guru bernama Maryono yang menjadi korban dan baru menjalani operasi di RS Koja.

Maryono tersebut mengucapkan terima kasih kepada Prabowo karena sudah menjenguknya.",Jessi Carina,https://nasional.kompas.com/read/2025/12/17/05224101/momen-prabowo-jenguk-siswa-dan-guru-yang-ditabrak-mobil-mbg-janji-traktir,2025-12-17 14:18:33
kompas,2025-12-16 22:43:16,BGN Dukung Petugas MBG Pakai Kostum Power Rangers,"JAKARTA,  - Badan Gizi Nasional (BGN) mendukung kreativitas petugas Satuan Pemenuhan Pelayanan Gizi (SPPG) yang mengenakan kostum pahlawan super Power Rangers dalam membagikan Makan Bergizi Gratis (MBG).

“Nah… Bagus. Bilang (petugas ke anak-anak penerima MBG ), besok saya akan bawa Power Rangers ke sini lagi kalau pada mau makan sayur,” kata Wakil Kepala MBG, Nanik Sudaryati Deyang, merespons petugas MBG yang mengabarkan soal kreativitas pengenaan kostum Power Rangers dalam mengantar menu makanan.

Nanik berbicara dalam acara Sosialisasi dan Penguatan Tata Kelola Makan Bergizi Gratis Serta Pengawasan dan Pemantauan SPPG di Kabupaten Jember, Jawa Timur.

Acara sosialisasi itu digelar pada Minggu (14/12/2025) sebagaimana dimuat dalam siaran pers resmi BGN , Selasa (16/12/2025).

Nanik sangat mengapresiasi Kepala SPPG, Akuntan, Ahli Gizi, Mitra, serta relawan dapur MBG yang kreatif dalam merancang berbagai cara dalam upaya pendidikan gizi bagi anak-anak.

Misalnya untuk mendorong minat anak-anak makan sayuran, pengantar hidangan MBG memakai kostum tokoh komik yang disukai anak-anak, membawakan bonus jajanan sehat, maupun memberi hadiah-hadiah untuk anak-anak.

“Besok tak bawakan jajan, sekali-sekali bawakan burger atau apa gitu, Pak, tapi dengan catatan makan sayur,” kata Nanik.

Kepala SPPG juga diminta untuk secara langsung memberikan pendidikan gizi ke sekolah-sekolah.

Mereka bisa tampil bersama bersama para guru sekolah untuk menjelaskan tentang makanan bergizi bagi pertumbuhan para siswa.

“Minta waktu satu jam menjadi guru di kelas. Nanti ganti ke kelas berikutnya, di kelas lain. Jelaskan soal pentingnya makan bergizi,” kata Nanik.

SPPG juga bisa bekerjasama dengan Tenaga Ahli Kesehatan di Puskesmas, Kader Posyandu dan PKK untuk memberikan penyuluhan kepada ibu-ibu hamil, ibu-ibu menyusui dan balita Mereka pun bisa bekerjasama dengan lurah untuk membuat forum pertemuan di desa-desa untuk penyuluhan gizi, dan menjelaskan apa itu MBG.",Danu Damarjati,https://nasional.kompas.com/read/2025/12/16/22431641/bgn-dukung-petugas-mbg-pakai-kostum-power-rangers,2025-12-17 14:18:33
kompas,2025-12-16 19:40:33,Prabowo Targetkan 2.500 Dapur MBG di Papua Beroperasi 17 Agustus 2026,"JAKARTA,  - Presiden RI Prabowo Subianto menargetkan 2.500 Satuan Pelayanan Pemenuhan Gizi (SPPG) atau dapur Makan Bergizi Gratis (MBG) di Papua beroperasi semua pada 17 Agustus 2026.

Mulanya, Kepala Badan Gizi Nasional (BGN) Dadan Hindayana mengatakan 2.500 SPPG atau dapur Makan Bergizi Gratis (MBG) di Papua itu akan berfungsi pada Maret tahun depan.

Namun, Prabowo memahami kesulitan dan kondisi fisik di Papua sehingga memberikan kelonggaran target kepada BGN.

""Anda katakan Maret, tapi kita mengerti kondisi fisik tidak mudah, jadi bekerja dengan target itu, tapi kita siap kalau ada kemunduran,"" kata Prabowo dalam rapat percepatan pembangunan Papua di Istana Negara, Jakarta, Selasa (16/12/2025).

""Saya kira yang jelas kita berharap Agustus, kita berharap 17 Agustus 2026 untuk Papua semua 2.500 SPPG sudah berfungsi. Anda kepala BGN punya rencana Maret sangat bagus, tapi kita berharap 17 Agustus semua SPPG untuk Papua harus sudah bekerja dan sudah berproduksi,"" lanjut Prabowo.

Dalam rapat ini, Prabowo juga menanyakan perkembangan implementasi program MBG yang sudah berjalan di Papua.

Dadan mengatakan per hari ini sudah ada 179 SPPG yang sudah beroperasi.

Kepala BGN juga melaporkan total penerima manfaatnya kurang lebih 750.000 penerima manfaat.

""Tapi berarti sekarang yang sudah ada baru 100?"" tanya Prabowo.

""179, Pak. Ada 65 di Papua, 42 di Papua Barat, kemudian 8 di Papua Selatan, 30 di Papua Tengah, 5 di Papua Pegunungan, dan 28 di Papua Barat Daya,"" jawab Dadan.",Danu Damarjati,https://nasional.kompas.com/read/2025/12/16/19403381/prabowo-targetkan-2500-dapur-mbg-di-papua-beroperasi-17-agustus-2026,2025-12-17 14:18:33
kompas,2025-12-16 18:05:39,"Begini Mekanisme Pembagian MBG Selama Libur Sekolah di Purworejo, Siswa Ambil Paket Kombinasi"," – Pelaksanaan Program Makan Bergizi Gratis (MBG) di Kecamatan Pituruh, Kabupaten Purworejo, tetap berjalan meski memasuki masa libur sekolah semester.

Sejumlah sekolah penerima telah menyiapkan mekanisme khusus pembagian MBG agar hak gizi siswa tetap terpenuhi selama liburan.

Saat ini, pelaksanaan MBG di Kecamatan Pituruh masih terbatas.

Baru satu Satuan Pelaksana Program Gizi (SPPG) yang beroperasi, dengan jangkauan penyaluran difokuskan pada sekolah menengah (SMA dan SMP) serta beberapa Sekolah Dasar (SD) dan Taman Kanak-kanak (TK) di sekitar lokasi dapur MBG.

Kondisi tersebut menyebabkan puluhan sekolah lain, termasuk PAUD dan SD, belum tersentuh program nasional tersebut.

Di tengah keterbatasan itu, sekolah yang telah menjadi penerima MBG mulai menerapkan skema distribusi khusus selama libur sekolah.

Salah satunya adalah SD Negeri Pepe , Kecamatan Pituruh, Kabupaten Purworejo.

Guru SDN Pepe, Bambang Priasmoro, menjelaskan bahwa selama masa liburan siswa tetap diminta datang ke sekolah pada waktu tertentu untuk mengambil jatah MBG.

“Dalam rangka liburan, anak-anak tetap ke sekolah untuk mengambil jatah MBG pagi,” ujar Bambang, Senin (15/12/2025).

Untuk meminimalkan frekuensi kehadiran siswa ke sekolah, pihak sekolah menerapkan sistem pengambilan paket kombinasi.

Dalam satu kali kunjungan, siswa menerima makanan siap santap untuk hari tersebut sekaligus paket kering untuk konsumsi hari berikutnya.

“Sekaligus ambil jatah kering untuk hari berikutnya,” jelas Bambang.

Dengan mekanisme tersebut, setiap siswa cukup datang ke sekolah dua kali dalam sepekan. Sistem ini mengacu pada Pedoman Tata Kelola Penyelenggaraan Program Makan Bergizi Gratis Selama Libur Sekolah yang telah ditetapkan pemerintah.

Selain itu, SDN Pepe juga menerapkan pengelolaan logistik yang ketat guna mencegah pemborosan.

“Siswa yang tidak berangkat, kalau yang tidak masuk bisa dikembalikan ke dapur MBG,” tambahnya.

Mekanisme ini dinilai efektif untuk menjaga akuntabilitas program serta memastikan seluruh porsi makanan termanfaatkan dengan baik.

Namun, di sisi lain, keterbatasan jangkauan MBG masih menjadi persoalan di Kabupaten Purworejo.",Ferril Dennys,https://regional.kompas.com/read/2025/12/16/180539178/begini-mekanisme-pembagian-mbg-selama-libur-sekolah-di-purworejo-siswa,2025-12-17 14:18:33
kompas,2025-12-16 17:46:30,2 Korban Kecelakaan Mobil MBG Masih Dirawat Inap di RSUD Koja,"JAKARTA,  – Kecelakaan mobil program Makan Bergizi Gratis (MBG) yang menabrak SDN Kalibaru 01 Pagi, Cilincing, Jakarta Utara, pada Kamis (11/12/2025), masih menyisakan korban yang menjalani perawatan medis.

Berdasarkan data Posko Pelayanan Polda Metro Jaya dan Polres Metro Jakarta Utara di RSUD Koja, Selasa (16/12/2025) pukul 16.30 WIB, tercatat dua korban masih dirawat di rumah sakit tersebut. Sementara itu, tujuh korban lainnya telah dipulangkan.

""RSUD Koja: luka sedang satu orang, luka berat satu orang, rawat inap dua orang, pulang tujuh orang,"" tulis data di posko pelayanan RSUD Koja, dikutip Selasa.

Dari dua korban yang masih menjalani perawatan, satu di antaranya merupakan seorang guru yang mengalami luka sedang akibat insiden tersebut.

Sementara satu korban lainnya adalah seorang siswa yang mengalami luka berat dan saat ini dirawat intensif di Pediatric Intensive Care Uni t (PICU).

Adapun satu siswa lain yang sebelumnya dirawat dijadwalkan pulang pada hari ini, sehingga telah masuk dalam data korban yang dipulangkan.

Sementara itu, tiga korban yang sempat mendapatkan perawatan di RSUD Cilincing telah diperbolehkan pulang. Dengan demikian, saat ini tidak ada lagi korban kecelakaan tersebut yang dirawat di RSUD Cilincing.

Di sisi lain, Wakil Kepala Sekolah SDN Kalibaru 01, Turah, mengatakan bahwa aktivitas belajar mengajar di sekolah sudah kembali berlangsung secara tatap muka.

Ia menyebutkan, seluruh siswa telah kembali masuk sekolah, kecuali mereka yang masih menjalani perawatan di rumah sakit.

""Hari ini alhamdulillah masuk semua, kecuali mungkin yang masih di mana, rumah sakit,"" ucap Turah saat ditemui Kompas.com , Selasa.",Larissa Huda,https://megapolitan.kompas.com/read/2025/12/16/17463001/2-korban-kecelakaan-mobil-mbg-masih-dirawat-inap-di-rsud-koja,2025-12-17 14:18:33
kompas,2025-12-16 17:28:05,"MBG di Kendal Saat Libur Natal dan Tahun Baru Masih Mungkin Disalurkan ke Siswa, Ini Penjelasannya","KENDAL,  — Menjelang libur Natal dan Tahun Baru (Nataru) 2025/2026, penyaluran program Makan Bergizi Gratis (MBG) ke sekolah-sekolah di Kabupaten Kendal mungkin saja terjadi.

Koordinator Wilayah Satuan Pelayanan Pemenuhan Gizi (SPPG) Kabupaten Kendal Faris Maulana, menjelaskan bahwa penyaluran MBG kepada siswa selama libur Natal dan Tahun Baru masih dimungkinkan, tergantung kesepakatan antara pihak sekolah dan SPPG.

“Karena meskipun libur sekolah, ada siswa yang tetap berangkat dan ada yang tidak. Yang mengetahui jumlah siswa yang masuk adalah pihak sekolah,” jelas Faris saat dihubungi, Selasa (16/12/2025).

Ia menambahkan, kesepakatan tersebut nantinya dituangkan dalam berita acara sebagai dasar penyaluran MBG selama masa libur.

Sementara itu, Kepala Dinas Pendidikan dan Kebudayaan Kabupaten Kendal, Ferinando Rad Boney, yang juga menjabat sebagai Pelaksana Tugas (Plt) Kepala Dinas Kesehatan Kendal, menegaskan bahwa pada umumnya siswa tidak menerima MBG saat libur sekolah.

“Yang tetap menerima MBG adalah balita, lansia, serta ibu hamil,” katanya.

Feri menambahkan, saat ini terdapat 59 SPPG yang telah beroperasi di Kabupaten Kendal dan melayani sebanyak 155.643 penerima manfaat.

“Adapun libur sekolah Natal dan Tahun Baru di Kabupaten Kendal dimulai pada 22 Desember 2025 dan siswa kembali masuk sekolah pada 5 Januari 2026,” ujarnya.

Ketua Satuan Tugas (Satgas) MBG Kabupaten Kendal, Agus Dwi Lestari , mengaku belum mengetahui secara pasti apakah siswa tetap menerima MBG selama masa libur sekolah.

Menurutnya, Satgas hanya bertugas melakukan pengawasan, evaluasi, serta memastikan program MBG berjalan aman, berkualitas, akuntabel, dan tepat sasaran.

Di sisi lain, Kepala SD Negeri 3 Bandengan Kendal, Surono, mengaku belum memperoleh informasi pasti terkait penyaluran MBG kepada siswanya selama libur Nataru.

Selama ini, kata dia, siswa tidak menerima MBG ketika libur sekolah.

“Mungkin waktu liburnya masih beberapa hari lagi, jadi kami belum tahu informasi pastinya,” ujar Surono.",Diamanty Meiliana,https://regional.kompas.com/read/2025/12/16/172805178/mbg-di-kendal-saat-libur-natal-dan-tahun-baru-masih-mungkin-disalurkan-ke,2025-12-17 14:18:33
kompas,2025-12-16 17:09:19,Prabowo Janji Traktir Bubur Ayam Saat Jenguk Siswa yang Ditabrak Mobil MBG,"JAKARTA,  - Presiden RI Prabowo Subianto berjanji akan mengirimkan bubur ayam untuk salah satu siswa yang ditabrak mobil pengangkut Makan Bergizi Gratis (MBG) di SDN Kalibaru 01, Cilincing, Jakarta Utara.

Janji Prabowo itu disampaikannya saat menjenguk pasien di Rumah Sakit Umum Daerah (RSUD) Koja, Jakarta Utara, Selasa (16/12/2025).

Mulanya, Prabowo menjanjikan akan mengirimkan ayam goreng kepada anak tersebut.

“Nanti ya saya kirim ayam Suharti,” kata Prabowo.

Akan tetapi, perawat di rumah sakit menjelaskan kondisi gigi pasien yang belum kuat untuk mengunyah makanan secara normal.

Setelah mendengar perawat itu, Prabowo akhirnya mengatakan bakal mengirimkan bubur ayam .

“Oh, bubur ayam saja. Bubur ayam boleh ya? Oke ya,” ucap Prabowo.

Saat menjenguk korban, Presiden RI juga mendoakan agar anak tersebut lekas pulih dan tumbuh jadi anak yang pemberani.

“Sehat-sehat. Baik-baik ya. Jadi anak yang berani,” katanya sambil menepuk pelan punggung pasien anak tersebut.

Di ruang perawatan lainnya, Prabowo juga menjenguk siswa lainnya.

Siswa tersebut bahkan mencium tangan Prabowo saat dijenguk.

“Kelas berapa kamu?” tanya Prabowo. “Kelas 3, Pak,” katanya.

Kepala Negara pun memberikan semangat dan berpesan agar anak itu belajar dengan rajin.

“Belajar yang baik ya. Belajar yang baik, nanti kamu jaga nenek ya,” ucapnya.

Selain dua siswa, Prabowo juga menjenguk guru yang menjadi korban dan baru menjalani operasi di RS Koja.",Jessi Carina,https://nasional.kompas.com/read/2025/12/16/17091971/prabowo-janji-traktir-bubur-ayam-saat-jenguk-siswa-yang-ditabrak-mobil-mbg,2025-12-17 14:18:33
kompas,2025-12-16 16:16:54,Pesan dan Doa Prabowo Saat Jenguk Siswa dan Guru yang Ditabrak Mobil MBG,"JAKARTA,  - Presiden RI Prabowo Subianto memberikan pesan dan doa saat mengunjungi para korban yang ditabrak mobil pengangkut Makab Bergizi Gratis (MBG), yang terjadi di SDN 01 Kalibaru, Cilincing, Jakarta Utara.

Pesan dan doa Prabowo itu langsung disampaikan saat kepala negara menjenguk tiga korban yang masih dirawat di RSUD Koja , Selasa (16/12/2025).

Per hari ini, masih ada tiga pasien yang menjalani perawatan intensif dan mendapatkan pemantauan medis secara ketat.

Dua siswa yang dikunjungi Presiden RI yakni Fillio dan Warren.

Fillio adalah siswa SD yang tengah dirawat di pediatric intensive care unit (PICU) pascaoperasi rekonstruksi wajah.

Saat menjenguk Fillio, Presiden menyapa dengan hangat dan penuh perhatian.

“Cepat sembuh ya. Begitu sembuh nanti makan. Sehat-sehat ya, Fillio. Baik-baik kamu ya, hebat, yang berani,” ucap Presiden, memberikan semangat kepada Fillio.

Sementara kepada Warren, Presiden turut memberikan pesan motivasi agar tetap bersemangat menjalani perawatan dan pendidikan.

Warren merupakan siswa yang masih dirawat inap dengan kondisi yang dilaporkan makin stabil.

“Belajar yang baik ya. Nanti kamu bisa jaga nenek,” ujar Presiden RI.

Selain itu, Prabowo juga mengunjungi Maryono, seorang guru yang menjalani perawatan pascaoperasi akibat patah kaki.

Selama kunjungan ini, Prabowo juga mendapat penjelasan langsung terkait kondisi korban dari tim dokter.

Kunjungan Presiden Prabowo ini menegaskan komitmen pemerintah untuk hadir langsung, serta memberikan perhatian dan dukungan moral .

Presiden Prabowo turut memastikan para korban mendapatkan perawatan terbaik hingga kembali pulih dan beraktivitas kembali.

Secara terpisah, Kepala BGN Dadan Hindayana yang juga mendampingi Presiden Prabowo di RS Koja menyebut kondisi ketiga korban sudah semakin stabil.",Robertus Belarminus,https://nasional.kompas.com/read/2025/12/16/16165491/pesan-dan-doa-prabowo-saat-jenguk-siswa-dan-guru-yang-ditabrak-mobil-mbg,2025-12-17 14:18:33
